Numer og≥oszenia,nazwa zamawiajπcego,Rodzaj zamÛwienia,cpv,Tryb udzielenia zamÛwienia,Ca≥kowita wartoúÊ zamÛwienia bez vat,Liczba otrzymanych ofert,Cena wybranej oferty,Oferta z najniøszπ cenπ,Oferta z najwyøszπ cenπ,wykonawcy
 257314 - 2012, Narodowy Bank Polski Oddzia≥ OkrÍgowy w Zielonej GÛrze, Roboty budowlane.," 45.00.00.00-7, 45.44.21.00-8, 45.43.21.11-5, 45.33.11.00-7.", Przetarg ograniczony," 217073,17 PLN.", 1.," 263981,36"," 263981,36 "," 263981,36","Romuald Paszkowski Budownictwo OgÛlne PASZKOWSKI, ul. Cytrynowa 9, 65-160 Zielona GÛra, kraj/woj. lubuskie."
 157379 - 2012, Sπd Apelacyjny, Roboty budowlane.," 45.45.30.00-7, 45.31.00.00-3, 45.33.22.00-5, 45.42.00.00-7.", Przetarg ograniczony," 781065,90 PLN.", 3.," 701386,94"," 701386,94 "," 898699,13","PrzedsiÍbiorstwo Produkcyjno-Us≥ugowo Handlowe GENO Sp. z o.o., ul. Witosa 135, 16-100 SokÛ≥ka, kraj/woj. podlaskie."
 261366 - 2012, Polska Akademia Nauk OgrÛd Botaniczny - Centrum Zachowania RÛønorodnoúci Biologicznej w Powsinie, Roboty budowlane., 45.45.30.00-7., Przetarg ograniczony," 0,00 PLN.", 2.," 0,00"," 0,00 "," 0,00","AGRO-SUR Wojciech Surowiec, ul. Koúciuszki 231, 42-582 Rogoünik, kraj/woj. ≥Ûdzkie."
 263510 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.13.00-1, 45.26.21.00-2, 45.26.23.50-9, 45.26.25.00-6, 45.41.00.00-4, 45.42.10.00-4, 45.42.11.41-4, 45.42.11.52-4, 45.42.11.60-3, 45.43.21.30-4, 45.44.21.00-8, 45.31.11.00-1, 45.31.00.00-3, 45.31.60.00-5.", Przetarg ograniczony," 254301,64 PLN.", 4.," 197687,04"," 197687,04 "," 249746,56","Konsorcjum firm : Elektrobud Grudziπdz sp. z o.o. PrzedsiÍbiorstwo Wielobranøowe TRATEX sp. z o.o. Zak≥ad Remontowo Us≥ugowy MONTEX, ul. Gierymskiego 27, Grudziπdz, kraj/woj. Polska."
 263584 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.00.00-1, 45.11.10.00-8, 45.23.32.20-7, 45.22.00.00-5, 45.26.00.00-7, 45.22.32.10-1, 45.31.11.00-1, 45.31.73.00-5.", Przetarg ograniczony," 475498,51 PLN.", 2.," 418000,00"," 418000,00 "," 490780,91","ZespÛ≥ Us≥ugowy Rozruchowo - Modernizacyjno - Remontowy Schron - Went, Nowa Ruda 13, Wtelno, kraj/woj. Polska."
 159801 - 2012, Gmina Micha≥owice, Roboty budowlane.," 45.11.12.00-0, 45.26.22.10-6, 45.26.25.00-6, 45.26.24.10-8, 45.26.10.00-4, 45.26.25.00-6, 45.42.10.00-4, 45.41.00.00-4, 45.43.00.00-0, 45.44.21.20-4, 45.45.00.00-6, 45.23.13.00-8.", Przetarg ograniczony," 3530436,29 PLN.", 5.," 2285730,30"," 2285730,30 "," 2815839,00","Zak≥ad Remontowo-Budowlany RENOMAX Leszek Sawicki, ul. Or≥owska 3/7, 03-571 Warszawa, kraj/woj. mazowieckie."
 264896 - 2012, Prywatny Zarzπd Mieszkaniami Sp. z o.o., Roboty budowlane.," 45.00.00.00-7, 45.45.30.00-7.", Przetarg ograniczony," 112768,42 PLN.", 1.," 119957,61"," 119957,61 "," 119957,61","MolÍda Building Group Krzysztof MolÍda, Podlasek 8a, 28-130 Stopnica, kraj/woj. úwiÍtokrzyskie."
 264980 - 2012, Prywatny Zarzπd Mieszkaniami Sp. z o.o., Roboty budowlane.," 45.00.00.00-7, 45.26.00.00-7, 45.30.00.00-0, 45.45.30.00-7, 45.32.00.00-6.", Przetarg ograniczony," 102446,71 PLN.", 1.," 108627,67"," 108627,67 "," 108627,67","MolÍda Building Group Krzysztof MolÍda, Podlasek 8a, 28-130 Stopnica, kraj/woj. úwiÍtokrzyskie."
 265300 - 2012, Nadleúnictwo ØmigrÛd, Roboty budowlane.," 45.33.10.00-6, 45.33.11.00-7, 45.33.11.10-0, 45.31.00.00-3, 45.11.13.00-1, 45.44.21.00-8, 45.43.00.00-0.", Przetarg ograniczony," 63585,86 PLN.", 3.," 63585,86"," 63585,86 "," 67193,94","PHU GEDEON M.Socha, W. Rutkowski, B.Socha SpÛ≥ka Jawna, ul. Diorowska 24, 58-200 DzierøoniÛw, kraj/woj. dolnoúlπskie."
 160681 - 2012, Zamek KrÛlewski na Wawelu - PaÒstwowe Zbiory Sztuki, Roboty budowlane.," 45.11.10.00-8, 45.23.32.53-7, 45.11.20.00-5, 45.22.30.00-6, 45.22.35.00-1, 45.26.20.00-1, 45.26.25.12-3, 45.23.20.00-2, 45.23.00.00-8, 45.23.21.20-9, 45.23.24.52-5, 45.23.21.00-3.", Przetarg ograniczony," 1213620,17 PLN.", 3.," 1041583,64"," 1041583,64 "," 1149224,72","mgr inø. Wies≥aw Wida Firma Budowlano-Konserwatorska VIBUD, ul. Pleszowska 16/2, 31-228 KrakÛw, kraj/woj. ma≥opolskie."
 266686 - 2012, Sycowska Gospodarka Komunalna sp. z o.o., Roboty budowlane.," 45.23.24.30-5, 45.25.21.20-5.", Przetarg ograniczony," 5143817,72 PLN.", 6.," 3853808,00"," 3853808,00 "," 5312731,31","PTHU HYDRO-MARKO Maria Pluta, ul. Wojska Polskiego 139, 63-200 Jarocin, kraj/woj. wielkopolskie."
 268358 - 2012, Urzπd Miasta Bydgoszczy, Roboty budowlane.," 71.22.00.00-6, 45.00.00.00-7, 45.33.00.00-9, 45.31.00.00-3, 77.31.00.00-6.", Przetarg ograniczony," 7350000,00 PLN.", 3.," 5450000,00"," 5450000,00 "," 8495000,00","PrzedsiÍbiorstwo Wielobranøowe PUBR Sp. z o.o., ul. ToruÒska 106, 85-844 Bydgoszcz, kraj/woj. kujawsko-pomorskie."
 270144 - 2012, Starostwo Powiatowe w Z≥otowie, Roboty budowlane., 45.32.10.00-3., Przetarg ograniczony," 733335,28 PLN.", 4.," 449915,07"," 449915,07 "," 719476,54","TIVOLO M. Gniot & R. Zdrenka SpÛ≥ka Jawna, ul. Leúna 4, 77-424 Zakrzewo, kraj/woj. wielkopolskie."
 229830 - 2012, Gmina Wilkowice, Roboty budowlane.," 45.20.00.00-9, 45.30.00.00-0, 45.40.00.00-1, 45.42.00.00-7, 45.42.11.46-9, 45.44.21.00-8, 45.45.00.00-6, 71.00.00.00-8, 71.30.00.00-1, 71.50.00.00-3, 45.00.00.00-7, 45.10.00.00-8, 45.11.11.00-9, 45.11.12.20-6.", Przetarg ograniczony," 160019,38 PLN.", 1.," 196139,21"," 196139,21 "," 196139,21","Maliborski - Ciesielstwo Handel Drewnem, ul. Bielska 1b, 43-356 Kobiernice, kraj/woj. úlπskie."
 231450 - 2012, Biuro Trybuna≥u Konstytucyjnego, Roboty budowlane.," 45.11.13.00-1, 45.31.12.00-2, 45.31.31.00-5, 45.31.40.00-1, 45.33.12.00-8, 45.33.20.00-3, 45.34.30.00-3, 45.40.00.00-1.", Przetarg ograniczony," 5300922,23 PLN.", 4.," 6099047,23"," 6099047,23 "," 7940830,47","PrzedsiÍbiorstwo Budowlane Tomasz Francuz Sp. K., ul. Szpitalna 3/4, 31-024 KrakÛw, kraj/woj. ma≥opolskie."
 231606 - 2012, Filmoteka Narodowa, Roboty budowlane.," 45.00.00.00-7, 45.21.23.50-4.", Przetarg ograniczony," 3272266,43 PLN.", 1.," 3640000,00"," 3640000,00 "," 3640000,00","Complex Bud Sp. z o.o.,, ul. KobryÒska 28A, 04-669 Warszawa, kraj/woj. mazowieckie."
 232338 - 2012, Zarzπd DrÛg Powiatowych w Poznaniu, Roboty budowlane., 45.23.31.40-2., Przetarg ograniczony," 649135,43 PLN.", 6.," 423177,27"," 423177,27 "," 581812,67","EUROVIA POLSKA S.A., Bielany Wroc≥awskie, ul. Szwedzka 5, 55-040 Kobierzyce, kraj/woj. dolnoúlπskie."
 233708 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.13.00-1, 45.26.21.00-2, 45.26.23.50-9, 45.22.35.00-1.", Przetarg ograniczony," 255635,18 PLN.", 4.," 227695,49"," 227695,49 "," 279800,72","TYM-BUD Waldemar Tymoszewski, ul.Komunalna 12, 83-000 Pruszcz GdaÒski, kraj/woj. pomorskie."
 237920 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.23.10.00-0, 45.23.23.10-8.", Przetarg ograniczony," 900500,00 PLN.", 4.," 448950,00"," 448950,00 "," 715527,00","Centrum Badawczo-Wdroøeniowe OPTOTRAKT Sp. z o.o., ul. Na≥Íczowska 26, 20-701 Lublin, kraj/woj. lubelskie."
 149837 - 2012, Urzπd Miasta i Gminy Wo≥Ûw, Roboty budowlane.," 45.26.26.90-4, 45.45.30.00-7, 45.11.12.00-0, 45.11.10.00-8, 45.11.27.10-5, 45.23.10.00-5, 45.30.00.00-0, 45.23.32.22-1.", Przetarg ograniczony," 1655145,02 PLN.", 5.," 2202026,71"," 2202026,71 "," 3565752,55","Konsorcjum firm: Energy Investors Group s.a. (lider), Grobli 13, 49-300 Brzeg, kraj/woj. opolskie."
 243168 - 2012, Prywatny Zarzπd Mieszkaniami Sp. z o.o., Roboty budowlane.," 45.00.00.00-7, 45.45.30.00-7, 45.44.30.00-4, 45.42.10.00-4, 45.26.00.00-7, 45.32.10.00-3.", Przetarg ograniczony," 1132151,06 PLN.", 2.," 1114486,51"," 1090000,00 "," 1114486,51","PrzedsiÍbiorstwo Budowlane SAWREM Sp.c. D. SawiÒska, T. SawiÒski, ul. Koskowicka 10, 59-220 Legnica, kraj/woj. dolnoúlπskie."
 245032 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.43.20-0, 71.32.00.00-4.", Przetarg ograniczony," 54800,00 PLN.", 1.," 88560,00"," 88560,00 "," 88560,00","Lubelskie PrzedsiÍbiorstwo RobÛt Telekomunikacyjnych SA, ul. EnergetykÛw 27, 20-468 Lublin, kraj/woj. lubelskie."
 246608 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.12.00-2, 45.31.11.00-1, 45.31.73.00-5, 45.31.22.00-9.", Przetarg ograniczony," 2247500,00 PLN.", 4.," 1830872,91"," 1830872,91 "," 2152508,99","Qumak -Sekom S.A., Al. Jerozolimskie 94, 00-807 Warszawa, kraj/woj. mazowieckie."
 246658 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.43.20-0, 45.20.00.00-9, 45.30.00.00-0, 45.40.00.00-1.", Przetarg ograniczony," 5457200,00 PLN.", 5.," 6563580,64"," 6563580,64 "," 8359695,00","ZEUS S.A., ul. ObroÒcÛw Westerplatte 1, 83-000 Pruszcz GdaÒski, kraj/woj. pomorskie."
 246730 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.40.00-1, 45.23.00.00-8, 45.33.12.00-8, 45.10.00.00-8, 45.20.00.00-9, 45.30.00.00-0, 45.40.00.00-1, 45.11.00.00-1, 45.23.31.20-6, 45.31.00.00-3, 45.31.22.00-9, 45.31.21.00-8, 45.31.43.10-7.", Przetarg ograniczony," 9892650,00 PLN.", 4.," 7311120,00"," 7311120,00 "," 9254641,96","ELEKTROTIM S.A., ul. Stargardzka 8, 54-156 Wroc≥aw, kraj/woj. dolnoúlπskie."
 246806 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.23.10.00-3, 45.31.11.00-1, 45.31.56.00-4, 45.31.51.00-9.", Przetarg ograniczony," 209010,00 PLN.", 5.," 158670,00"," 158670,00 "," 249369,83","ELEKTROTIM S.A., 54-156 Wroc≥aw, ul. Stargardzka 8, ELEKTROTIM S.A., 54-156 Wroc≥aw, kraj/woj. dolnoúlπskie."
 249366 - 2012, Uniwersytet Warszawski - Wydzia≥ Zarzπdzania, Roboty budowlane.," 45.45.30.00-7, 45.44.30.00-4, 45.21.44.00-4.", Przetarg ograniczony," 3001873,85 PLN.", 1.," 3925893,09"," 3925893,09 "," 3925893,09","OPAL Ryszard Szulc, Wac≥aw Olejniczak Sp. J., ul. Kπkolewska 13, 62-065 Grodzisk Wlkp., kraj/woj. wielkopolskie."
 251926 - 2012, Zarzπd DrÛg Powiatowych w årodzie Wlkp., Roboty budowlane.," 45.11.00.00-1, 45.23.00.00-8.", Przetarg ograniczony," 56815,99 PLN.", 5.," 50053,01"," 50053,01 "," 59894,06","PRZEDSI BIORSTWO WIELOBRANØOWE Stefan Klimczak, ChwalÍcin 24, 63-040 Nowe Miasto nad Wartπ, kraj/woj. wielkopolskie."
 252012 - 2012, Gmina Z≥otÛw, Roboty budowlane.," 45.23.31.61-5, 45.23.31.62-2.", Przetarg ograniczony," 67648,02 PLN.", 3.," 102639,33"," 98400,00 "," 123796,78","Zak≥ad OgÛlnobudowlany Zbigniew Plak, ul. Rzemieúlnicza 5, 77-400 Z≥otÛw, kraj/woj. wielkopolskie."
 252138 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.23.10.00-5, 45.33.12.00-8, 45.11.11.00-9, 45.11.12.20-6, 45.11.12.00-0, 45.22.35.00-1, 45.26.25.20-2, 45.26.11.00-5, 45.26.12.10-9, 45.32.10.00-3, 45.22.31.00-7, 45.44.22.00-9, 45.22.31.10-0, 45.42.11.52-4, 45.41.00.00-4, 45.32.10.00-3, 45.22.31.00-7, 45.44.22.00-9, 45.22.31.10-0, 45.42.11.52-4, 45.41.00.00-4.", Przetarg ograniczony," 5228397,98 PLN.", 6.," 4530911,03"," 4530911,03 "," 5867923,39","Konsorcjum firm: Firma Budowlana Ireneusz Gajewski, ul. åwierkowa 5, Mosty, kraj/woj. Polska."
 252894 - 2012, Zamek KrÛlewski na Wawelu - PaÒstwowe Zbiory Sztuki, Roboty budowlane.," 45.23.24.10-9, 45.11.10.00-8, 45.11.12.00-0, 45.26.25.22-6, 45.33.00.00-9, 45.43.10.00-7, 45.45.30.00-7.", Przetarg ograniczony," 84989,59 PLN.", 1.," 103340,54"," 103340,54 "," 103340,54","Teresa StÍpieÒ TESA - Techniki Sanitarne w Obiektach Zabytkowych Firma Us≥ugowo-Handlowa, Aleja Dembowskiego 7/2, 30-540 KrakÛw, kraj/woj. ma≥opolskie."
 155615 - 2012, Urzπd Miasta i Gminy Wo≥Ûw, Roboty budowlane.," 45.11.12.00-0, 45.11.10.00-8, 45.11.27.10-5, 45.30.00.00-0, 45.23.32.22-1.", Przetarg ograniczony," 917775,63 PLN.", 4.," 635493,55"," 635493,55 "," 916940,57","PrzedsiÍbiorstwo Budowy i Utrzymania DrÛg i MostÛw sp. z o.o., Piotroniowice 54, 56-100 Wo≥Ûw, kraj/woj. dolnoúlπskie."
 155631 - 2012, Urzπd Miasta i Gminy Wo≥Ûw, Roboty budowlane.," 45.21.31.40-6, 45.33.00.00-9, 45.40.00.00-1, 45.11.27.10-5.", Przetarg ograniczony," 1163525,19 PLN.", 2.," 1601425,82"," 1601425,82 "," 1631577,52","Zak≥ad Budowlano - Montaøowy ELK - BUD, Wojska Polskiego 30/1, 56-100 Wo≥Ûw, kraj/woj. dolnoúlπskie."
 206460 - 2012, Generalna Dyrekcja DrÛg Krajowych i Autostrad Oddzia≥ w Poznaniu, Roboty budowlane., 45.22.11.00-3., Przetarg ograniczony," 6365542,25 PLN.", 6.," 6996544,86"," 6996544,86 "," 8635901,83","Firma Gotowski Budownictwo Komunikacyjne i Przemys≥owe Sp. z o.o., ul. ToruÒska 300, 85-880 Bydgoszcz, kraj/woj. kujawsko-pomorskie."
 206636 - 2012," Samodzielny Publiczny Zak≥ad Opieki Zdrowotnej pn. ""ObwÛd Lecznictwa Kolejowego""", Roboty budowlane.," 45.00.00.00-7, 45.21.00.00-2, 45.21.51.00-8, 45.42.11.41-4, 45.43.12.00-9, 45.44.21.00-8, 45.31.11.10-1, 45.31.12.00-2, 45.33.24.00-7.", Przetarg ograniczony," 104439,11 PLN.", 1.," 135347,47"," 135347,47 "," 135347,47","PrzedsiÍbiorstwo Produkcyjno Us≥ugowe Handlowe DREW-PLAST Dariusz Mazowiecki, ul. Gorzowska 7; RÛøanki, 66-415 K≥odawa, kraj/woj. lubuskie."
 208402 - 2012, Gmina Witnica, Roboty budowlane.," 45.00.00.00-7, 45.21.20.00-6, 45.11.12.91-4.", Przetarg ograniczony," 143620,84 PLN.", 2.," 195575,33"," 195575,33 "," 206392,78","PPUH DREW-PLAST Dariusz Mazowiecki, ul.Gorzowska 7 RÛøanki, 66-415 K≥odawa, kraj/woj. lubuskie."
 208484 - 2012, Sπd Rejonowy, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 0000131952,20 PLN.", 2.," 0000109382,22"," 000000109382,22 "," 000000161261,56","Us≥ugi Budowlane Ma≥gorzata Nakapa≥a, Kalinowice 239 a, 22-400 ZamoúÊ, kraj/woj. lubelskie."
 209920 - 2012, Akademia Sztuk PiÍknych im. Jana Matejki w Krakowie, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 3904318,00 PLN.", 1.," 3695539,92"," 3695539,92 "," 3695539,92","Konsorcjum firm : 1) Firma Budowlana Wielobranøowa BYCZBUD Aleksander Byczek - Lider konsorcjum, 2) ZISTECHNIKA Sp. z o.o. - Partner konsorcjum, ul. TakliÒskiego 101, 30-499 KrakÛw, kraj/woj. ma≥opolskie."
 211792 - 2012, Starostwo Powiatowe we Wroc≥awiu, Roboty budowlane.," 42.26.00.00-7, 45.45.31.00-8.", Przetarg ograniczony," 2165718,46 PLN.", 5.," 1633748,56"," 1633748,56 "," 2177305,57","Zak≥ad Handlowo - Budowlany Tadeusz Desaniuk, Powroünik 77B, 33-370 Muszyna, kraj/woj. podkarpackie."
 213280 - 2012, Powiatowy Inspektorat Weterynarii w Kielcach, Roboty budowlane.," 45.00.00.00-7, 45.31.31.00-5, 45.31.00.00-3, 45.45.00.00-6.", Przetarg ograniczony," 80807,30 PLN.", 1.," 99012,10"," 99012,10 "," 99012,10","KOMO-LIFT SpÛ≥ka Jawna JÛzef Walo Barbara Walo, ul. Paderewskiego 24, 25-004 Kielce, kraj/woj. úwiÍtokrzyskie."
 219856 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.23.13.00-8, 45.23.24.40-8, 45.33.00.00-9, 45.33.11.10-0, 45.33.11.00-7, 45.33.12.00-8, 45.33.12.21-1, 45.33.12.30-7, 45.00.00.00-7, 45.26.25.00-6, 45.26.23.10-7, 45.26.23.00-4, 45.32.12.10-1, 45.26.13.10-0, 45.42.00.00-7, 45.45.00.00-6, 45.26.13.20-3, 45.41.00.00-4, 45.44.00.00-3.", Przetarg ograniczony," 7785159,62 PLN.", 7.," 5919094,04"," 5919094,04 "," 9094854,68","AJM Sp. z o.o., ul. Pod ZrÍbem 7, GdaÒsk, kraj/woj. Polska."
 221814 - 2012, Komenda Sto≥eczna Policji, Roboty budowlane.," 92.22.40.00-7, 71.32.00.00-7, 45.31.40.00-1, 80.51.00.00-2.", Przetarg ograniczony," 359313,00 PLN.", 4.," 375590,00"," 375590,00 "," 495677,70","TELSKOL sp. z o.o., ul. PrzyczÛlkowa 15, 02-968 Warszawa, kraj/woj. mazowieckie."
 222118 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.11.00-9, 45.11.12.20-6, 45.11.12.00-0, 45.22.35.00-1, 45.26.25.20-2, 45.42.11.52-4, 45.41.00.00-4, 45.42.11.46-9, 45.44.21.00-8, 45.43.12.00-9, 45.42.11.31-1, 45.42.11.48-3, 45.42.11.60-3, 45.22.31.10-0, 45.26.23.30-3, 45.43.11.00-8, 45.43.21.11-5, 45.36.12.13-0, 45.44.22.00-9, 45.26.21.00-2.", Przetarg ograniczony," 4150964,84 PLN.", 11.," 3471099,13"," 3471099,13 "," 4953705,22","Tym - Bud Zak≥ad Remontowo Budowlany, Komunalna 12, Pruszcz GdaÒski, kraj/woj. Polska."
 222200 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.00.00-1, 45.26.23.00-4, 45.26.25.20-2, 45.26.23.10-7, 45.42.10.00-4, 45.26.10.00-4, 45.45.00.00-6, 45.43.00.00-0, 45.41.00.00-4, 45.44.21.00-8, 45.43.20.00-6, 45.23.21.50-8, 45.23.13.00-8, 45.33.22.00-5, 45.33.23.00-6, 45.23.24.11-6, 45.33.11.00-7, 45.32.10.00-3, 45.33.24.00-7, 45.33.12.00-8, 45.33.12.10-1.", Przetarg ograniczony," 7708875,89 PLN.", 7.," 6803605,27"," 6803605,27 "," 9890783,64","Kobsorcjum firm: Tym Bud Zak≥ad Remontowo Budowlany, Komunalna 12, Pruszcz GdaÒski, kraj/woj. Polska."
 140831 - 2012, Gmina Raszyn, Roboty budowlane.," 45.10.00.00-8, 45.20.00.00-9, 45.22.35.00-1, 45.33.10.00-6, 45.30.00.00-9, 45.31.56.00-4, 45.31.22.00-9, 45.23.33.00-1, 45.11.27.23-9.", Przetarg ograniczony," 6835744,48 PLN.", 6.," 5337363,62"," 5337363,62 "," 6806389,09","P.H.U. MASPOL Andrzej Masalski, ul. Rzemieúlnicza 12, 16-400 Suwa≥ki, kraj/woj. podlaskie."
 224312 - 2012, Zarzπd DrÛg Powiatowych w årodzie Wlkp., Roboty budowlane., 45.23.31.41-9., Przetarg ograniczony," 97560,00 PLN.", 4.," 89667,00"," 89667,00 "," 180810,00","Zak≥ad Us≥ugowo-Handlowy Damian Dojtkowiak, BOØACIN ul. Ogrodowa 59, 63-700 Krotoszyn, kraj/woj. wielkopolskie."
 226154 - 2012, Szpital WojewÛdzki w £omøy im. Kardyna≥a Stefana WyszyÒskiego, Roboty budowlane.," 45.32.10.00-3, 45.45.30.00-7, 45.42.10.00-4, 45.33.11.00-7, 45.26.12.10-9, 45.44.00.00-3, 45.31.23.10-3, 45.31.23.11-0, 45.26.21.00-2, 45.26.21.10-5, 45.26.21.20-8, 45.45.30.00-7.", Przetarg ograniczony," 6792802,64 PLN.", 6.," 5989999,02"," 5989999,02 "," 9687196,02","Mroczkowski Krzysztof, PUH Centrum Budownictwa - DociepleÒ Mroczkowski, ul. PoznaÒska 37, 18-400 £omøa, kraj/woj. podlaskie."
 226708 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.43.20-0, 71.32.00.00-4.", Przetarg ograniczony," 106900,00 PLN.", 4.," 144468,00"," 144468,00 "," 306785,37","LUKSOR Sp. z o.o., ul. Tartakowa 20/22, 42-200 CzÍstochowa, kraj/woj. úlπskie."
 226776 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.00.00-3, 71.32.00.00-4.", Przetarg ograniczony," 88900,00 PLN.", 2.," 98892,00"," 98892,00 "," 142311,00","PPHU TELMARK Sp. z o.o., 95-100 Zgierz,, ul. Konstantynowska 83a, 95-100 Zgierz, kraj/woj. ≥Ûdzkie."
 226852 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.10.00-0, 71.32.00.00-4.", Przetarg ograniczony," 30000,00 PLN.", 1.," 34317,00"," 34317,00 "," 34317,00","BIATEL BIT SA, Al. Jana Paw≥a II 23, 00-854 Warszawa, kraj/woj. mazowieckie."
 226950 - 2012, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.31.00.00-3, 71.32.00.00-4.", Przetarg ograniczony," 46500,00 PLN.", 2.," 51537,00"," 51537,00 "," 77490,00","LUKSOR Sp. z o.o., ul. Tartakowa 20/22, 42-200 CzÍstochowa, kraj/woj. úlπskie."
 227726 - 2012, Urzπd Gminy Gorlice, Roboty budowlane.," 45.23.24.40-8, 45.11.12.00-0, 45.23.31.42-6.", Przetarg ograniczony," 2061631,64 PLN.", 14.," 1291189,99"," 1291189,99 "," 1995052,03","PrzedsiÍbiorstwo Budownictwa Wodno- Sanitarnego POTOK, StrÛøÛwka 1, 38-300 Gorlice, kraj/woj. ma≥opolskie."
 143447 - 2012, Centrum Obs≥ugi Kancelarii Prezydenta Rzeczypospolitej Polskiej, Roboty budowlane., 45.42.11.32-8., Przetarg ograniczony," 365773,91 PLN.", 1.," 399678,05"," 399678,05 "," 399678,05","OKNA - KO£ODZIEJCZYK Janusz Ko≥odziejczyk - lider konsorcjum, oú. Mastalerze 33F, 34-451 Tylmanowa, kraj/woj. ma≥opolskie."
 187660 - 2012, Zarzπd DrÛg Powiatowych w Poznaniu, Roboty budowlane., 45.23.31.42-6., Przetarg ograniczony," 428149,48 PLN.", 7.," 251803,86"," 251803,86 "," 404073,25","Us≥ugi Agrotechniczno - Transportowe ZieleÒ i Drogownictwo Ryszard Begier, ul. Polna 1A, 62-330 Nekla, kraj/woj. wielkopolskie."
 125217 - 2012, Gmina Giera≥towice, Roboty budowlane.," 45.30.00.00-0, 45.45.30.00-7, 45.45.00.00-6, 45.33.00.00-9, 45.33.11.00-7, 45.31.00.00-3.", Przetarg ograniczony," 182714,54 PLN.", 2.," 124180,20"," 124180,20 "," 144170,00","Energocomplex sp. z o.o., Ul. T. ØeleÒskiego- Boya 12, 44-113 Gliwice, kraj/woj. úlπskie."
 191154 - 2012, 4 Wojskowy Szpital Kliniczny z Poliklinikπ Samodzielny Publiczny Zak≥ad Opieki Zdrowotnej, Roboty budowlane.," 45.26.12.10-9, 45.45.30.00-7.", Przetarg ograniczony," 260076,21 PLN.", 1.," 315388,99"," 315388,99 "," 315388,99","PrzedsiÍbiorstwo Us≥ugowo-Remontowe Produkcyjno-Handlowe, Jadwiga Tylipska, ul. Øelazna 52a/3,, 53-428 Wroc≥aw, kraj/woj. dolnoúlπskie."
 193290 - 2012, Urzπd Gminy Gorlice, Roboty budowlane.," 45.23.24.40-8, 45.23.24.23-3, 45.31.00.00-3, 45.11.12.00-0.", Przetarg ograniczony," 2140113,94 PLN.", 8.," 1547874,78"," 1547874,78 "," 2949368,66","Zak≥ad Us≥ugowo - Produkcyjno-Handlowy HAØBUD SpÛ≥ka z o.o., ul.Dukielska 83a, 38-300 Gorlice, kraj/woj. ma≥opolskie."
 193344 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.10.00-8, 45.11.12.20-6, 45.22.35.00-1, 45.26.12.10-9, 45.26.23.20-0, 45.32.00.00-6, 45.42.10.00-4, 45.42.11.60-3, 45.43.21.00-5, 45.41.00.00-4, 45.44.21.00-8, 45.31.11.00-1, 45.31.00.00-3, 45.31.60.00-5, 45.31.00.00-3, 45.31.60.00-5, 45.31.00.00-3, 45.31.21.00-8, 45.31.40.00-1, 45.31.22.00-9.", Przetarg ograniczony," 599468,04 PLN.", 7.," 447720,00"," 447720,00 "," 836777,61","CONTROL NET sp. zo.o., ul.MetalowcÛw 9, Wroc≥aw, kraj/woj. Polska."
 193376 - 2012, Rejonowy Zarzπd Infrastruktury, Roboty budowlane., 45.23.13.00-8., Przetarg ograniczony," 1500288,80 PLN.", 6.," 697410,00"," 697410,00 "," 1151981,69","PrzedsiÍbiorstwo Wilobranøowe WOD - KAN - Grzenkowicz sp. z o.o., ul. ChmieleÒska 17, Kartuzy, kraj/woj. Polska."
